"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,
,,,,,,,
,,,,,,,
solution_group,solution_priority_action_area,solution_name,stakeholder,state,annual_us_dollars_cost,annual_us_dollars_gross_financial_benefit,annual_us_dollars_net_financial_benefit
Recycling,Recycle Anything Remaining,Centralized Composting,Foodservice,Louisiana,0,30787.29839,30787.29839
Rescue,Strengthen Food Rescue,Donation Education,Manufacturers,Kentucky,70615.59454,50524.44346,-20091.15108
Prevention,Enhance Product Distribution,Decreased Transit Time,Foodservice,Delaware,55235.74305,290588.9235,235353.1804
Prevention,Reshape Consumer Environments,Portion Sizes,Foodservice,Kansas,289635.2042,5385673.894,5096038.69
Prevention,Refine Product Management,Enhanced Demand Planning,Retailers,Tennessee,5761716.755,108927419.3,103165702.5
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Foodservice,Connecticut,2058.82602,155903.4474,153844.6214
Prevention,Reshape Consumer Environments,Buffet Signage,Foodservice,Hawaii,806.0497132,2568442.255,2567636.206
Rescue,Strengthen Food Rescue,Donation Transportation,Foodservice,Illinois,1058433.202,1600927.999,542494.797
Prevention,Refine Product Management,Markdown Alert Applications,Retailers,Utah,2663644.133,9436652.302,6773008.169
Prevention,Reshape Consumer Environments,Package Design,Manufacturers,Wyoming,994604.7801,0,-994604.7801
Prevention,Enhance Product Distribution,Decreased Transit Time,Retailers,Florida,38404538.64,202041883.1,163637344.5
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Retailers,Kentucky,0,2446221.391,2446221.391
Prevention,Refine Product Management,Enhanced Demand Planning,Retailers,Alabama,3705951.829,70062411.21,66356459.39
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Foodservice,Ohio,179162.2374,474199.2706,295037.0333
Prevention,Reshape Consumer Environments,Package Design,Manufacturers,Virginia,14584766.89,0,-14584766.89
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Producers,South Dakota,178101.5195,0,-178101.5195
Rescue,Strengthen Food Rescue,Donation Transportation,Consumers,Pennsylvania,0,58449508.6,58449508.6
Prevention,Reshape Consumer Environments,K-12 Education Campaigns,Government,Oregon,23393.25111,283683.1401,260289.889
Prevention,Reshape Consumer Environments,Buffet Signage,Foodservice,Kentucky,608.2836819,1938269.422,1937661.139
Prevention,Enhance Product Distribution,Intelligent Routing,Solution Providers,California,0,103005162.2,103005162.2
Prevention,Reshape Consumer Environments,Package Design,Consumers,Utah,0,23921475.89,23921475.89
Prevention,Reshape Consumer Environments,Package Design,Consumers,Oklahoma,0,27065470.38,27065470.38
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,Montana,1824491.612,18244916.12,16420424.51
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Retailers,Texas,504093.1178,349825.0207,-154268.0971
Prevention,Reshape Consumer Environments,Package Design,Manufacturers,New Jersey,12535160.62,0,-12535160.62
Prevention,Reshape Consumer Environments,Package Design,Consumers,Rhode Island,0,7604930.507,7604930.507
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Foodservice,Michigan,0,40037919.71,40037919.71
Recycling,Recycle Anything Remaining,Livestock Feed,Retailers,New Hampshire,1832.452007,1319.098995,-513.3530117
Recycling,Recycle Anything Remaining,Home Composting,Government,Idaho,12934.58615,37855.22211,24920.63597
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Producers,Colorado,92025.22417,0,-92025.22417
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Manufacturers,Maine,370825.9723,316108.4977,-54717.47464
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Government,Washington,1594434.23,0,-1594434.23
Rescue,Strengthen Food Rescue,Donation Education,Government,California,6865200.459,0,-6865200.459
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Government,Hawaii,35.72372226,35.72372226,0
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Foodservice,Pennsylvania,7120.804599,539218.9405,532098.1359
Prevention,Refine Product Management,Markdown Alert Applications,Solution Providers,Pennsylvania,0,40425266.66,40425266.66
Recycling,Recycle Anything Remaining,Community Composting,Government,New York,0,220516.2268,220516.2268
Recycling,Recycle Anything Remaining,Community Composting,Government,Alaska,0,10128.90679,10128.90679
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,Government,Rhode Island,608185.3432,769552.4095,161367.0664
Prevention,Enhance Product Distribution,Intelligent Routing,Foodservice,Florida,2047971.013,6824204.356,4776233.343
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Producers,Washington,79350303.49,390829820.6,311479517.2
Recycling,Recycle Anything Remaining,Home Composting,Government,New Jersey,72968.53232,213554.5712,140586.0389
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Retailers,Ohio,144027.8587,99950.87585,-44076.98281
Rescue,Strengthen Food Rescue,Donation Education,Foodservice,Arizona,570753.2467,863290.0512,292536.8045
Prevention,Enhance Product Distribution,First Expired First Out,Manufacturers,Virginia,78626.91098,307498.6034,228871.6924
Recycling,Recycle Anything Remaining,Home Composting,Consumers,Kansas,3711.706632,0,-3711.706632
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Manufacturers,Washington,37940.00226,27145.52659,-10794.47568
Prevention,Reshape Consumer Environments,Small Plates,Solution Providers,New Mexico,0,294004.1159,294004.1159
Prevention,Reshape Consumer Environments,Portion Sizes,Foodservice,New Hampshire,142763.3805,2654639.353,2511875.973
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,California,0,128252910.4,128252910.4
Prevention,Refine Product Management,Increased Delivery Frequency,Retailers,Delaware,324711.503,1381510.233,1056798.73
Recycling,Recycle Anything Remaining,Centralized Composting,Retailers,Pennsylvania,0,43145.5899,43145.5899
Prevention,Enhance Product Distribution,Intelligent Routing,Solution Providers,North Dakota,0,2115914.217,2115914.217
Prevention,Optimize The Harvest,Partial Order Acceptance,Manufacturers,Minnesota,0,1421633.646,1421633.646
Recycling,Recycle Anything Remaining,Livestock Feed,Producers,California,452212.0729,325526.9381,-126685.1349
Prevention,Refine Product Management,Markdown Alert Applications,Retailers,Colorado,7148300.439,25324713.97,18176413.53
Prevention,Enhance Product Distribution,Decreased Transit Time,Retailers,Virginia,14614780.97,76886690.27,62271909.3
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Foodservice,West Virginia,23525.87819,62267.33068,38741.45249
Prevention,Reshape Consumer Environments,Standardized Date Labels,Manufacturers,Minnesota,150338.5209,4356403.081,4206064.56
Rescue,Strengthen Food Rescue,Donation Transportation,Manufacturers,Ohio,165405.7737,118345.4549,-47060.31879
Rescue,Strengthen Food Rescue,Donation Education,Government,Pennsylvania,2091911.249,0,-2091911.249
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Manufacturers,Vermont,3973.411166,2842.918609,-1130.492557
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Consumers,Arkansas,0,54106920.74,54106920.74
Rescue,Strengthen Food Rescue,Donation Transportation,Solution Providers,Utah,1314327.173,0,-1314327.173
Prevention,Refine Product Management,Waste Tracking (foodservice),Solution Providers,Tennessee,0,23604611.23,23604611.23
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Consumers,Mississippi,0,14887447.3,14887447.3
Prevention,Reshape Consumer Environments,Small Plates,Foodservice,Arizona,797715.4526,7793677.145,6995961.692
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Solution Providers,Wyoming,0,580391.0002,580391.0002
Prevention,Enhance Product Distribution,Intelligent Routing,Solution Providers,Montana,0,1804903.415,1804903.415
Prevention,Refine Product Management,Waste Tracking (foodservice),Solution Providers,New Mexico,0,6568515.276,6568515.276
Prevention,Reshape Consumer Environments,Meal Kits,Consumers,Massachusetts,17456678.39,174566783.9,157110105.5
Prevention,Maximize Product Utilization,Manufacturing Byproduct Utilization (upcycling),Manufacturers,Oklahoma,0,4657737.448,4657737.448
Prevention,Reshape Consumer Environments,Meal Kits,Retailers,Illinois,0,64140.89668,64140.89668
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Foodservice,Virginia,0,8441640.139,8441640.139
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Consumers,South Dakota,0,1110657.067,1110657.067
Prevention,Enhance Product Distribution,First Expired First Out,Manufacturers,Washington,92388.784,361319.3205,268930.5365
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Government,New Hampshire,1131126.932,1259620.844,128493.912
Prevention,Refine Product Management,Increased Delivery Frequency,Retailers,Iowa,955019.8285,4063205.811,3108185.982
Rescue,Strengthen Food Rescue,Donation Transportation,Manufacturers,Idaho,38167.16968,27308.06161,-10859.10807
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Solution Providers,Georgia,0,8090415.234,8090415.234
Prevention,Reshape Consumer Environments,Buffet Signage,Solution Providers,Arkansas,0,398.5933321,398.5933321
Prevention,Optimize The Harvest,Partial Order Acceptance,Producers,Washington,0,7176366.722,7176366.722
Prevention,Optimize The Harvest,Imperfect & Surplus Produce Channels,Foodservice,New York,0,33431744.01,33431744.01
Prevention,Enhance Product Distribution,Intelligent Routing,Solution Providers,Kentucky,0,11624051.54,11624051.54
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Solution Providers,Utah,0,1858.644824,1858.644824
Recycling,Recycle Anything Remaining,Centralized Composting,Manufacturers,Pennsylvania,0,81927.97767,81927.97767
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,Oregon,89907.97895,135989.8769,46081.89794
Prevention,Refine Product Management,Assisted Distressed Sales,Solution Providers,Alabama,0,53277.78134,53277.78134
Prevention,Maximize Product Utilization,Active & Intelligent Packaging,Retailers,Rhode Island,0,371798.7051,371798.7051
Prevention,Refine Product Management,Markdown Alert Applications,Solution Providers,Texas,0,116206400.9,116206400.9
Prevention,Reshape Consumer Environments,Trayless,Foodservice,Florida,1947096.357,34985751.87,33038655.51
Prevention,Refine Product Management,Increased Delivery Frequency,Foodservice,Iowa,49359.60355,210004.2554,160644.6518
Prevention,Refine Product Management,Enhanced Demand Planning,Retailers,Illinois,10552648.26,199501778.7,188949130.5
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,California,890696.0142,1347217.93,456521.9161
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Consumers,Arkansas,0,5501863.945,5501863.945
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Government,Utah,553904.3304,0,-553904.3304
Recycling,Recycle Anything Remaining,Centralized Composting,Government,Ohio,29061205.8,27974158.74,-1087047.063
Prevention,Reshape Consumer Environments,Meal Kits,Retailers,Florida,0,130946.1934,130946.1934
Prevention,Maximize Product Utilization,Manufacturing Byproduct Utilization (upcycling),Manufacturers,South Carolina,0,12807797.88,12807797.88
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Retailers,Arkansas,285401.4691,0,-285401.4691
Recycling,Recycle Anything Remaining,Community Composting,Government,Minnesota,0,85232.01108,85232.01108
Prevention,Reshape Consumer Environments,Small Plates,Foodservice,Minnesota,578706.4757,5653960.217,5075253.741
Prevention,Reshape Consumer Environments,K-12 Lunch Improvements,Government,Nebraska,51.15708171,51.15708171,0
Prevention,Reshape Consumer Environments,Portion Sizes,Solution Providers,Missouri,0,614754.1981,614754.1981
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Manufacturers,Georgia,2293445.125,2062486.976,-230958.1488
Recycling,Recycle Anything Remaining,Home Composting,Government,Texas,252254.8384,738265.827,486010.9886
Prevention,Maximize Product Utilization,Manufacturing Byproduct Utilization (upcycling),Solution Providers,North Dakota,3976290.537,5527043.845,1550753.309
Prevention,Optimize The Harvest,Gleaning,Consumers,California,0,96073593.35,96073593.35
Recycling,Recycle Anything Remaining,Centralized Anaerobic Digestion,Producers,Maine,0,1693.024287,1693.024287
Prevention,Optimize The Harvest,Buyer Specification Expansion,Manufacturers,Nevada,0,378122.7872,378122.7872
Prevention,Reshape Consumer Environments,Portion Sizes,Consumers,Colorado,0,177027236.7,177027236.7
Prevention,Reshape Consumer Environments,Consumer Education Campaigns,Solution Providers,New York,0,3124432.396,3124432.396
Recycling,Recycle Anything Remaining,Centralized Composting,Manufacturers,California,0,234417.2713,234417.2713
Rescue,Strengthen Food Rescue,Donation Coordination & Matching,Solution Providers,Delaware,79506.43346,0,-79506.43346
Recycling,Recycle Anything Remaining,Home Composting,Government,Nevada,27688.82307,81035.95551,53347.13244
Recycling,Recycle Anything Remaining,Centralized Composting,Retailers,South Dakota,0,3178.037247,3178.037247
Prevention,Refine Product Management,Dynamic Pricing,Solution Providers,Ohio,0,36997657.45,36997657.45
Recycling,Recycle Anything Remaining,Centralized Composting,Retailers,New Hampshire,0,7289.976663,7289.976663
Prevention,Maximize Product Utilization,Manufacturing Byproduct Utilization (upcycling),Solution Providers,Oklahoma,4529122.391,6295480.123,1766357.732
Prevention,Reshape Consumer Environments,Buffet Signage,Foodservice,Arkansas,398.5933321,1270100.268,1269701.675
Rescue,Strengthen Food Rescue,Donation Transportation,Solution Providers,Georgia,12274069.94,0,-12274069.94
Prevention,Reshape Consumer Environments,Standardized Date Labels,Retailers,Louisiana,6202.362036,5131545.193,5125342.831
Rescue,Strengthen Food Rescue,Donation Education,Retailers,Mississippi,51857.41583,35987.44146,-15869.97438
Recycling,Recycle Anything Remaining,Co-digestion At Wastewater Treatment Plants,Government,Iowa,3736714.518,4728160.081,991445.5627
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Government,New Hampshire,44459.99898,0,-44459.99898
Recycling,Recycle Anything Remaining,Centralized Composting,Government,Maryland,12569123.54,12098970,-470153.5418
Prevention,Optimize The Harvest,Partial Order Acceptance,Producers,Florida,0,1456438.806,1456438.806
Prevention,Enhance Product Distribution,Temperature Monitoring (pallet Transport),Producers,Minnesota,1425208.848,1735707.351,310498.5032
Prevention,Optimize The Harvest,Partial Order Acceptance,Manufacturers,Rhode Island,0,33650.5485,33650.5485
Prevention,Refine Product Management,Temperature Monitoring (foodservice),Solution Providers,Massachusetts,0,4645.589191,4645.589191
Rescue,Strengthen Food Rescue,Donation Storage Handling & Capacity,Foodservice,West Virginia,37660.95685,56963.89738,19302.94052
